"VNR";"Voimassa";"SaatavuushairioAlkupaiva";"SaatavuushairioLoppupaiva";"Ilmoituspaiva";"Muokkauspaiva";"Yritys"
"589302";"K";"2022-10-14";"2022-11-16";"2022-08-02";"2022-10-04";"Krka Finland Oy"
"396421";"K";"2022-10-20";"2023-01-05";"2022-10-04";"2022-10-04";"Viatris Oy"
"450353";"K";"2022-08-15";"2023-01-05";"2022-08-01";"2022-10-04";"Viatris Oy"
"162385";"E";"2022-10-04";"2022-10-31";"2022-10-04";"2022-10-04";"Viatris Oy"
"504368";"E";"2022-09-12";"2022-10-19";"2022-07-25";"2022-10-04";"Krka Finland Oy"
"137416";"K";"2022-11-15";"2023-01-05";"2022-10-04";"2022-10-04";"Viatris Oy"
"099797";"E";"2022-10-05";"2022-10-24";"2022-10-04";"2022-10-04";"Teva Finland Oy"
"005233";"E";"2022-09-30";"2022-10-19";"2022-09-20";"2022-10-04";"Teva Finland Oy"
"026943";"E";"2022-10-10";"2022-11-14";"2022-10-04";"2022-10-04";"Teva Finland Oy"
"444622";"K";"2022-09-27";"2022-12-05";"2022-09-20";"2022-10-04";"Teva Finland Oy"
"448821";"K";"2022-10-05";"2022-12-07";"2022-08-02";"2022-10-04";"Krka Finland Oy"
"082669";"K";"2022-10-02";"2023-01-05";"2022-09-05";"2022-10-04";"Viatris Oy"
"182343";"K";"2022-11-10";"2022-11-30";"2022-10-04";"2022-10-04";"Viatris Oy"
"487593";"K";"2022-10-05";"2023-01-05";"2022-09-05";"2022-10-04";"Viatris Oy"
"450346";"K";"2022-11-01";"2023-01-05";"2022-10-04";"2022-10-04";"Viatris Oy"
"599905";"K";"2022-11-07";"2022-12-09";"2022-10-04";"2022-10-04";"Viatris Oy"
"029313";"K";"2022-10-10";"2022-12-19";"2022-10-04";"2022-10-04";"Teva Finland Oy"
"571595";"K";"2022-10-15";"2023-01-31";"2022-09-02";"2022-10-03";"Accord Healthcare Oy"
"438274";"K";"2022-10-03";"2023-04-01";"2022-09-28";"2022-10-03";"Orifarm Healthcare Oy"
"130756";"K";"2022-01-01";"2022-12-31";"2021-12-17";"2022-10-03";"Accord Healthcare Oy"
"810578";"K";"2022-11-14";"2022-12-15";"2022-10-03";"2022-10-03";"UCB Pharma Oy Finland"
"487099";"K";"2022-09-01";"2022-12-31";"2022-08-05";"2022-10-03";"Accord Healthcare Oy"
"480129";"K";"2022-10-17";"2022-12-16";"2022-09-02";"2022-09-30";"Orion Oyj"
"439719";"K";"2022-10-03";"2022-11-18";"2022-09-30";"2022-09-30";"Novartis Finland Oy"
"517356";"K";"2022-10-19";"2023-02-27";"2022-09-30";"2022-09-30";"Orion Oyj"
"115544";"K";"2022-12-02";"2023-03-27";"2022-09-30";"2022-09-30";"Orion Oyj"
"192182";"K";"2022-11-14";"2022-12-12";"2022-09-30";"2022-09-30";"Orion Oyj"
"404723";"K";"2022-11-21";"2022-12-16";"2022-09-29";"2022-09-29";"Pfizer"
"094369";"K";"2022-08-18";"2022-12-31";"2022-06-14";"2022-09-29";"Paranova Oy"
"015938";"E";"2022-08-02";"2022-10-31";"2022-06-28";"2022-09-29";"Paranova Oy"
"424238";"K";"2022-05-27";"2022-11-30";"2022-05-11";"2022-09-29";"Paranova Oy"
"546439";"K";"2022-04-27";"2022-12-31";"2022-04-26";"2022-09-29";"Paranova Oy"
"423801";"E";"2022-06-16";"2022-10-31";"2022-06-14";"2022-09-29";"Paranova Oy"
"463148";"K";"2022-06-13";"2022-11-30";"2022-04-12";"2022-09-29";"Paranova Oy"
"123273";"K";"2022-11-30";"2022-12-23";"2022-09-29";"2022-09-29";"Pfizer"
"113775";"K";"2022-05-11";"2022-12-31";"2022-04-26";"2022-09-29";"Paranova Oy"
"062935";"K";"2022-12-19";"2023-01-20";"2022-09-29";"2022-09-29";"Pfizer"
"090701";"K";"2022-04-28";"2022-12-31";"2022-04-12";"2022-09-29";"Paranova Oy"
"059566";"E";"2022-06-28";"2022-10-31";"2022-06-14";"2022-09-29";"Paranova Oy"
"494327";"K";"2022-07-26";"2022-12-30";"2022-07-26";"2022-09-28";"Fresenius Kabi AB, sivuliike Suomessa"
"599946";"E";"2022-09-27";"2023-01-18";"2022-09-09";"2022-09-28";"Théa Nordic"
"455757";"K";"2021-01-13";"2022-11-30";"2021-01-13";"2022-09-28";"Takeda Oy"
"455299";"E";"2022-09-27";"2022-12-01";"2022-09-09";"2022-09-28";"Théa Nordic"
"055716";"K";"2020-05-22";"2022-11-30";"2020-05-14";"2022-09-28";"Takeda Oy"
"028693";"K";"2022-09-20";"2023-02-15";"2022-09-06";"2022-09-27";"Sandoz A/S"
"472984";"K";"2022-09-27";"2023-02-18";"2022-09-27";"2022-09-27";"Novartis Finland Oy"
"062230";"K";"2022-09-28";"2023-06-30";"2022-08-29";"2022-09-27";"FaunaPharma Oy"
"561701";"K";"2022-09-20";"2023-02-15";"2022-09-06";"2022-09-27";"Sandoz A/S"
"432874";"E";"2022-09-26";"2022-10-31";"2022-09-26";"2022-09-27";"Unimedic Pharma AB"
"393633";"K";"2022-11-03";"2023-01-05";"2022-09-27";"2022-09-27";"Bayer Oy"
"057279";"K";"2022-10-29";"2023-02-17";"2022-09-27";"2022-09-27";"Bayer Oy"
"076248";"K";"2022-06-22";"2022-12-21";"2022-04-20";"2022-09-27";"Krka Finland Oy"
"018358";"K";"2020-09-19";"2023-03-30";"2022-07-18";"2022-09-27";"Pfizer Oy"
"429345";"K";"2022-09-20";"2023-02-15";"2022-09-06";"2022-09-27";"Sandoz A/S"
"397756";"K";"2022-09-20";"2023-02-15";"2022-09-06";"2022-09-27";"Sandoz A/S"
"005589";"K";"2022-09-27";"2022-12-01";"2022-09-27";"2022-09-27";"Sandoz A/S"
"076259";"K";"2022-07-19";"2022-12-21";"2022-05-16";"2022-09-27";"Krka Finland Oy"
"390143";"E";"2022-10-03";"2022-10-31";"2022-09-15";"2022-09-27";"Abacus Medicine A/S"
"396054";"K";"2022-08-22";"2022-12-19";"2022-08-22";"2022-09-23";"Orion Oyj"
"012209";"K";"2022-08-26";"2022-11-28";"2022-07-15";"2022-09-23";"GlaxoSmithKline Oy"
"105805";"K";"2022-10-04";"2022-12-16";"2022-09-23";"2022-09-23";"Orion Oyj"
"069097";"K";"2022-08-01";"2022-12-27";"2022-08-01";"2022-09-23";"Orion Oyj"
"404079";"K";"2022-08-01";"2022-12-19";"2022-08-01";"2022-09-23";"Orion Oyj"
"067181";"K";"2022-11-28";"2022-12-20";"2022-09-22";"2022-09-22";"Merck Oy"
"552863";"E";"2022-09-26";"2022-10-31";"2022-09-22";"2022-09-22";"Accord Healthcare Oy"
"549704";"K";"2022-08-10";"2022-11-30";"2022-08-10";"2022-09-21";"Vetcare oy"
"166165";"K";"2022-12-12";"2023-03-06";"2022-09-21";"2022-09-21";"Pfizer"
"145978";"K";"2022-09-26";"2022-11-30";"2022-09-09";"2022-09-21";"Orifarm Healthcare Oy"
"076293";"K";"2022-10-05";"2022-12-21";"2022-08-23";"2022-09-21";"Krka Finland Oy"
"020068";"K";"2022-05-18";"2022-12-31";"2022-05-02";"2022-09-21";"Vetcare oy"
"484295";"K";"2022-11-04";"2022-12-31";"2022-09-09";"2022-09-21";"Orifarm Healthcare Oy"
"102880";"K";"2022-09-25";"2022-11-30";"2022-09-09";"2022-09-21";"Orifarm Healthcare Oy"
"542944";"K";"2022-03-04";"2023-03-31";"2022-03-04";"2022-09-21";"Orifarm Healthcare Oy"
"569285";"E";"2022-09-19";"2022-10-19";"2022-09-20";"2022-09-20";"McNeil, a division of Janssen-Cilag Oy"
"175356";"K";"2022-09-28";"2023-02-20";"2021-12-22";"2022-09-20";"Teva Finland Oy"
"535173";"K";"2022-06-17";"2023-01-09";"2022-06-17";"2022-09-20";"Teva Finland Oy"
"116727";"K";"2022-10-04";"2022-11-21";"2022-06-13";"2022-09-20";"Pfizer"
"006716";"K";"2022-11-03";"2022-12-06";"2022-09-07";"2022-09-20";"Bayer Oy"
"050297";"K";"2022-10-10";"2023-02-06";"2022-09-20";"2022-09-20";"Teva Finland Oy"
"105133";"E";"2022-07-11";"2022-10-31";"2022-07-11";"2022-09-20";"UCB Pharma Oy Finland"
"583535";"K";"2022-09-22";"2022-12-16";"2022-06-02";"2022-09-19";"Prothya Biosolutions Finland Oy"
"096627";"K";"2022-09-22";"2022-12-16";"2022-06-02";"2022-09-19";"Prothya Biosolutions Finland Oy"
"179651";"K";"2022-09-22";"2022-12-16";"2022-09-19";"2022-09-19";"Prothya Biosolutions Finland Oy"
"517785";"K";"2022-09-22";"2022-12-16";"2022-09-19";"2022-09-19";"Prothya Biosolutions Finland Oy"
"468028";"E";"2022-09-19";"2022-11-02";"2022-09-19";"2022-09-19";"Krka Finland Oy"
"488918";"K";"2022-06-02";"2022-12-16";"2022-06-02";"2022-09-19";"Prothya Biosolutions Finland Oy"
"563783";"E";"2022-09-06";"2023-09-06";"2022-09-06";"2022-09-16";"Dra Consulting Oy"
"020053";"K";"2022-02-22";"2022-12-15";"2022-02-27";"2022-09-16";"Berlin-Chemie / A. Menarini Suomi Oy"
"019808";"K";"2022-04-08";"2022-12-15";"2022-03-30";"2022-09-16";"Berlin-Chemie / A. Menarini Suomi Oy"
"138217";"K";"2022-09-19";"2023-01-16";"2022-09-16";"2022-09-16";"Orion Oyj"
"166503";"K";"2022-11-29";"2022-12-26";"2022-07-15";"2022-09-16";"Orion Oyj"
"146607";"E";"2022-10-03";"2022-10-31";"2022-09-15";"2022-09-15";"Abacus Medicine A/S"
"065147";"E";"2022-09-15";"2022-10-31";"2022-09-15";"2022-09-15";"Orifarm Healthcare Oy"
"022212";"K";"2021-07-08";"2022-12-31";"2021-05-28";"2022-09-14";"AOP Orphan Pharmaceuticals GmbH"
"171765";"K";"2022-10-24";"2022-11-18";"2022-09-13";"2022-09-13";"Zoetis Finland Oy"
"192001";"E";"2022-06-06";"2022-10-21";"2022-04-11";"2022-09-13";"Zoetis Finland Oy"
"405129";"K";"2021-11-15";"2022-11-18";"2021-11-05";"2022-09-13";"Zoetis Finland Oy"
"588004";"K";"2022-10-03";"2022-12-30";"2022-09-13";"2022-09-13";"Zoetis Finland Oy"
"170087";"K";"2022-10-31";"2022-12-30";"2022-09-13";"2022-09-13";"Zoetis Finland Oy"
"405052";"K";"2022-10-10";"2022-12-16";"2022-09-13";"2022-09-13";"Zoetis Finland Oy"
"488228";"K";"2022-11-07";"2022-12-09";"2022-09-13";"2022-09-13";"Zoetis Finland Oy"
"088467";"K";"2022-11-07";"2022-12-09";"2022-09-13";"2022-09-13";"Zoetis Finland Oy"
"084418";"K";"2022-06-27";"2022-12-02";"2022-04-11";"2022-09-13";"Zoetis Finland Oy"
"387012";"E";"2022-07-25";"2022-10-18";"2022-07-13";"2022-09-13";"Novartis Finland Oy"
"045573";"E";"2022-09-13";"2022-11-04";"2022-09-13";"2022-09-13";"Zoetis Finland Oy"
"417618";"E";"2022-09-19";"2022-11-14";"2022-09-13";"2022-09-13";"Zoetis Finland Oy"
"439794";"E";"2022-09-23";"2022-11-04";"2022-09-13";"2022-09-13";"Glaxosmithkline Consumer Healthcare Finland Oy"
"093021";"K";"2022-10-01";"2022-12-31";"2022-09-12";"2022-09-12";"Sanofy Oy"
"045283";"K";"2022-12-04";"2023-01-05";"2022-09-12";"2022-09-12";"Sandoz A/S"
"093047";"K";"2022-10-01";"2022-12-31";"2022-09-12";"2022-09-12";"Sanofy Oy"
"091739";"E";"2022-10-02";"2022-10-22";"2022-09-12";"2022-09-12";"Sandoz A/S"
"082685";"E";"2022-09-01";"2023-09-01";"2022-09-01";"2022-09-09";"GlaxoSmithKline Oy"
"000362";"K";"2022-09-09";"2022-11-16";"2022-09-08";"2022-09-08";"Grünenthal Finland Oy"
"015015";"E";"2022-09-16";"2022-11-02";"2022-09-07";"2022-09-07";"Bayer Oy"
"521812";"E";"2022-09-15";"2022-10-31";"2022-07-12";"2022-09-06";"Teva Finland Oy"
"060141";"K";"2022-09-05";"2023-02-06";"2022-07-12";"2022-09-06";"Teva Finland Oy"
"191143";"E";"2022-08-22";"2022-10-17";"2022-07-12";"2022-09-06";"Teva Finland Oy"
"094929";"K";"2022-03-19";"2022-12-01";"2022-03-01";"2022-09-06";"POA Pharma Scandinavia AB"
"189428";"K";"2022-03-19";"2022-12-01";"2022-03-01";"2022-09-06";"POA Pharma Scandinavia AB"
"425555";"K";"2022-10-18";"2023-01-23";"2022-07-12";"2022-09-06";"Teva Finland Oy"
"404517";"K";"2022-11-15";"2022-12-09";"2022-08-23";"2022-09-06";"Teva Finland Oy"
"518512";"K";"2022-03-19";"2022-12-01";"2022-03-01";"2022-09-06";"POA Pharma Scandinavia AB"
"556156";"E";"2022-09-05";"2022-11-11";"2022-09-05";"2022-09-05";"Viatris Oy"
"445429";"K";"2022-09-10";"2022-12-23";"2022-08-01";"2022-09-05";"Viatris Oy"
"433136";"K";"2022-09-01";"2022-11-16";"2022-08-25";"2022-09-05";"GLAXOSMITHKLINE CONSUMER HEALTHCARE"
"466454";"K";"2022-11-01";"2022-12-31";"2022-09-02";"2022-09-02";"Accord Healthcare Oy"
"196597";"K";"2022-05-23";"2022-12-31";"2022-04-08";"2022-09-02";"Orion Oyj"
"430600";"E";"2022-09-15";"2022-10-31";"2022-09-02";"2022-09-02";"Accord Healthcare Oy"
"387675";"K";"2022-07-18";"2022-12-15";"2022-04-20";"2022-09-02";"Boehringer Ingelheim Finland Ky"
"412110";"K";"2022-03-21";"2022-12-31";"2022-01-14";"2022-09-02";"Orion Oyj"
"397053";"K";"2022-11-15";"2022-11-30";"2022-09-02";"2022-09-02";"Accord Healthcare Oy"
"519210";"K";"2022-07-20";"2022-12-31";"2022-05-20";"2022-09-02";"Orion Oyj"
"477169";"K";"2020-11-27";"2023-12-31";"2020-11-27";"2022-09-01";"Orifarm Oy"
"473799";"E";"2022-09-20";"2022-10-31";"2022-08-31";"2022-08-31";"PARANOVA"
"071655";"K";"2022-09-08";"2022-11-30";"2022-07-04";"2022-08-31";"Accord Healthcare Oy"
"412915";"K";"2022-01-18";"2023-01-31";"2021-12-14";"2022-08-31";"Novartis Finland Oy"
"105616";"E";"2022-09-07";"2022-10-20";"2022-08-12";"2022-08-31";"PARANOVA"
"823720";"E";"2022-09-30";"2022-10-16";"2022-08-30";"2022-08-30";"Pharmaxim AB"
"144317";"E";"2022-09-26";"2022-10-17";"2022-08-29";"2022-08-29";"GlaxoSmithKline Oy"
"109280";"K";"2022-10-31";"2023-01-13";"2022-08-26";"2022-08-26";"BAYER CONSUMER HEALTH"
"458986";"K";"2021-10-01";"2022-12-31";"2021-09-06";"2022-08-25";"Vetcare oy"
"105091";"K";"2022-12-19";"2023-01-31";"2022-08-25";"2022-08-25";"Vetcare oy"
"381046";"K";"2022-11-01";"2022-11-21";"2022-08-24";"2022-08-24";"Aspen Nordic, branch of Aspen Pharma Ireland Limited."
"387299";"K";"2022-08-09";"2023-08-31";"2022-08-23";"2022-08-23";"Sun Pharmaceutical Industries B.V."
"175521";"K";"2021-12-21";"2023-02-20";"2021-12-22";"2022-08-23";"Teva Finland Oy"
"555987";"K";"2021-12-21";"2023-02-20";"2021-12-22";"2022-08-23";"Teva Finland Oy"
"555979";"K";"2021-12-21";"2023-02-20";"2021-12-22";"2022-08-23";"Teva Finland Oy"
"510320";"K";"2022-10-28";"2022-11-28";"2022-08-22";"2022-08-22";"Orion Oyj"
"071166";"K";"2022-09-05";"2023-03-31";"2022-08-22";"2022-08-22";"Karo Pharma OY"
"080364";"K";"2022-09-05";"2023-03-31";"2022-08-22";"2022-08-22";"Karo Pharma OY"
"497916";"K";"2022-07-15";"2023-03-01";"2022-04-28";"2022-08-22";"Orifarm Oy (rinnakkaismaahantuoja)"
"480095";"E";"2022-10-04";"2022-10-24";"2022-08-15";"2022-08-22";"Orion Oyj"
"149525";"E";"2022-06-27";"2022-11-07";"2022-01-12";"2022-08-19";"Zoetis Finland Oy"
"468537";"K";"2022-05-23";"2022-11-21";"2021-12-23";"2022-08-19";"Zoetis Finland Oy"
"187399";"K";"2021-12-27";"2023-02-27";"2021-12-08";"2022-08-19";"Zoetis Finland Oy"
"092097";"E";"2022-09-05";"2022-10-17";"2022-08-19";"2022-08-19";"Zoetis Finland Oy"
"082826";"K";"2022-06-27";"9999-12-31";"2022-07-05";"2022-08-19";"Zoetis Finland Oy"
"389460";"E";"2022-10-05";"2022-11-07";"2022-08-18";"2022-08-18";"Pfizer"
"389452";"E";"2022-10-14";"2022-10-31";"2022-08-18";"2022-08-18";"Pfizer"
"135055";"E";"2022-08-19";"2022-11-04";"2022-06-27";"2022-08-17";"MUNDIPHARMA"
"034749";"K";"2022-09-01";"2023-03-15";"2022-08-15";"2022-08-15";"Avansor Pharma Oy"
"497765";"K";"2022-10-14";"2022-11-30";"2022-08-12";"2022-08-12";"PARANOVA"
"185127";"K";"2022-08-18";"2022-12-31";"2022-06-14";"2022-08-12";"PARANOVA"
"123226";"E";"2022-08-30";"2022-10-31";"2022-08-12";"2022-08-12";"PARANOVA"
"034602";"K";"2022-06-21";"2022-12-21";"2022-08-12";"2022-08-12";"FrostPharma AB"
"157068";"K";"2022-09-01";"2023-01-09";"2022-08-11";"2022-08-11";"Valneva Sweden AB"
"151068";"K";"2022-10-11";"2023-01-31";"2022-08-10";"2022-08-10";"Vetcare oy"
"050306";"K";"2022-08-10";"2022-11-16";"2022-07-26";"2022-08-09";"Teva Finland Oy"
"025095";"K";"2022-10-17";"2022-11-28";"2022-08-08";"2022-08-08";"Orion Oyj"
"444109";"K";"2022-11-01";"2022-11-30";"2022-08-05";"2022-08-05";"Valneva Sweden AB"
"405382";"E";"2022-09-20";"2022-10-31";"2022-08-01";"2022-08-01";"Viatris Oy"
"004931";"K";"2022-08-01";"2023-01-10";"2022-08-01";"2022-08-01";"Viatris Oy"
"173682";"K";"2022-07-27";"2022-12-31";"2022-07-27";"2022-07-27";"Orifarm Healthcare Oy"
"121171";"E";"2022-06-29";"2022-10-31";"2022-06-14";"2022-07-27";"PARANOVA"
"054829";"K";"2022-09-02";"2022-12-26";"2022-07-18";"2022-07-18";"Orion Oyj"
"161488";"K";"2021-06-07";"2023-03-31";"2021-06-09";"2022-07-15";"Pfizer Oy"
"589708";"K";"2022-10-01";"2022-12-31";"2022-07-15";"2022-07-15";"AOP Orphan Pharmaceuticals GmbH"
"551683";"K";"2021-06-07";"2023-03-31";"2021-06-09";"2022-07-15";"Pfizer Oy"
"120132";"K";"2021-10-03";"2022-12-01";"2021-07-20";"2022-07-12";"Krka Finland Oy"
"532090";"K";"2022-06-08";"2022-12-05";"2022-05-31";"2022-07-12";"Teva Finland Oy"
"386641";"K";"2021-10-03";"2022-12-01";"2021-07-20";"2022-07-12";"Krka Finland Oy"
"182522";"E";"2022-07-01";"2022-11-15";"2022-03-30";"2022-07-11";"CAMPUS PHARMA"
"025050";"K";"2022-09-09";"2022-11-28";"2022-07-11";"2022-07-11";"Orion Oyj"
"396751";"K";"2021-07-03";"2022-12-31";"2021-09-30";"2022-07-07";"Orifarm Oy (rinnakkaismaahantuoja)"
"381231";"K";"2022-05-16";"2023-01-06";"2022-04-11";"2022-07-05";"Zoetis Finland Oy"
"044492";"E";"2022-06-23";"2022-10-31";"2022-07-05";"2022-07-05";"Norgine B.V."
"400918";"K";"2022-06-27";"2023-01-06";"2022-04-11";"2022-07-05";"Zoetis Finland Oy"
"476825";"E";"2021-12-26";"2022-10-31";"2021-12-30";"2022-07-04";"ACCORD HEALTHCARE"
"138941";"K";"2022-07-01";"2022-12-31";"2022-06-22";"2022-06-30";"Fevia Fin Lab Oy Ab"
"505281";"K";"2021-06-01";"2022-12-01";"2021-05-05";"2022-06-28";"Hankintatukku Oy"
"429287";"K";"2022-08-23";"2022-11-30";"2022-06-23";"2022-06-23";"Vet Medic Animal Health Oy"
"375897";"K";"2022-06-20";"2022-12-05";"2022-03-22";"2022-06-16";"Teva Finland Oy"
"159095";"E";"2022-10-26";"2022-11-15";"2022-06-13";"2022-06-13";"Orifarm Healthcare Oy"
"596895";"K";"2022-10-01";"2022-12-09";"2022-05-31";"2022-05-31";"Viatris Oy"
"014905";"E";"2022-07-15";"2022-11-01";"2022-05-31";"2022-05-31";"UCB Pharma Oy Finland"
"467474";"K";"2022-01-28";"2023-02-10";"2022-05-16";"2022-05-31";"Elanco Denmark ApS"
"527403";"K";"2021-11-05";"2022-12-31";"2021-11-05";"2022-05-27";"GlaxoSmithKline Oy"
"463975";"E";"2022-07-18";"2022-10-17";"2022-05-17";"2022-05-17";"Vet Medic Animal Health Oy"
"543272";"E";"2022-07-01";"2022-10-17";"2022-05-13";"2022-05-13";"Orion Oyj"
"146141";"K";"2022-07-12";"2022-12-31";"2022-05-11";"2022-05-11";"Sandoz A/S"
"088419";"E";"2022-08-29";"2022-11-11";"2022-05-04";"2022-05-04";"Zoetis Finland Oy"
"483062";"E";"2022-05-27";"2022-10-31";"2022-04-28";"2022-04-28";"Galderma Nordic"
"496332";"K";"2022-05-19";"2022-12-31";"2022-04-01";"2022-04-22";"Zoetis Finland Oy"
"067848";"K";"2022-05-10";"2022-12-31";"2022-04-01";"2022-04-22";"Zoetis Finland Oy"
"530368";"K";"2022-06-09";"2022-12-31";"2022-04-01";"2022-04-22";"Zoetis Finland Oy"
"522661";"K";"2022-04-25";"2022-12-31";"2022-04-01";"2022-04-22";"Zoetis Finland Oy"
"199635";"K";"2022-05-05";"2022-12-31";"2022-04-01";"2022-04-22";"Zoetis Finland Oy"
"083209";"K";"2022-07-16";"2022-12-31";"2022-04-01";"2022-04-22";"Zoetis Finland Oy"
"162055";"K";"2022-05-06";"2022-12-31";"2022-04-01";"2022-04-22";"Zoetis Finland Oy"
"571647";"K";"2022-05-19";"2022-12-31";"2022-04-01";"2022-04-22";"Zoetis Finland Oy"
"410738";"K";"2022-04-13";"2023-04-13";"2022-04-13";"2022-04-13";"Pfizer"
"522412";"K";"2022-05-02";"2022-12-31";"2022-04-11";"2022-04-11";"Takeda Oy"
"110022";"K";"2022-05-02";"2022-12-31";"2022-04-11";"2022-04-11";"Takeda Oy"
"494510";"K";"2022-05-02";"2022-12-31";"2022-04-11";"2022-04-11";"Takeda Oy"
"411084";"K";"2022-05-02";"2022-12-31";"2022-04-11";"2022-04-11";"Takeda Oy"
"492150";"E";"2022-01-21";"2022-11-04";"2022-01-24";"2022-04-06";"2care4 ApS, filial"
"015638";"E";"2022-04-06";"2022-10-31";"2022-03-08";"2022-04-05";"Novartis Finland Oy"
"116203";"K";"2022-04-01";"2022-12-31";"2022-04-05";"2022-04-05";"MIP Pharma GmbH"
"570227";"K";"2022-04-04";"2022-12-31";"2022-04-01";"2022-04-01";"Zoetis Finland Oy"
"002616";"K";"2020-06-25";"2023-12-31";"2020-06-25";"2022-03-31";"ProPharma Group AB"
"528027";"K";"2020-02-28";"2023-09-30";"2020-09-08";"2022-02-15";"Medeca Phamra AB"
"535938";"K";"2020-02-28";"2023-09-30";"2020-09-08";"2022-02-15";"Medeca Phamra AB"
"504342";"K";"2022-02-02";"2022-12-01";"2022-01-07";"2022-02-02";"SwanMedica Oy"
"496444";"K";"2022-01-07";"2022-12-01";"2022-01-07";"2022-01-07";"SwanMedica Oy"
"059753";"K";"2022-02-01";"2022-12-01";"2022-01-07";"2022-01-07";"SwanMedica Oy"
"381079";"E";"2021-10-29";"2022-10-29";"2021-10-29";"2021-12-16";"LEO Pharma Oy"
"426388";"K";"2020-03-20";"2022-12-31";"2020-03-20";"2021-09-24";"Orifarm Oy (rinnakkaismaahantuoja)"
"419212";"K";"2021-09-15";"2022-12-31";"2021-09-24";"2021-09-24";"Orifarm Oy (rinnakkaismaahantuoja)"
"414899";"K";"2021-09-15";"2022-12-31";"2021-09-24";"2021-09-24";"Orifarm Oy (rinnakkaismaahantuoja)"
"506779";"K";"2020-04-15";"2022-12-31";"2020-03-26";"2021-09-24";"Orifarm Oy (rinnakkaismaahantuoja)"
"568082";"K";"2020-04-08";"2022-12-31";"2020-04-08";"2021-09-24";"Orifarm Oy (rinnakkaismaahantuoja)"
"105131";"K";"2020-04-15";"2022-12-31";"2020-03-26";"2021-09-24";"Orifarm Oy (rinnakkaismaahantuoja)"
"189627";"K";"2021-10-19";"2022-12-15";"2021-08-16";"2021-08-16";"Pfizer"
"115475";"K";"2021-06-28";"2023-01-01";"2021-07-05";"2021-07-05";"Kyowa Kirin AB"
"447292";"K";"2020-07-10";"2023-07-01";"2020-07-10";"2021-03-31";"Ferring Lääkkeet Oy"
"124715";"K";"2021-02-12";"2022-12-30";"2021-02-12";"2021-02-12";"Orion Oyj"
