SUBSTITUUTIORYHMA;VNRNRO;PAKKAUSKOKO;RESEPTISTATUS;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;HALTIJA;ATCKOODI;SELITES;KAUPAN;DOKUMENTAATIO;RINNAKKAISTUONTI;MYYNTILUPANRO;EUMYYNTILUPANRO
1759;395299;10 x 1000 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;B05BB01;elektrolyytit;1;A;0;7992;
1759;420079;20 x 50 ml;K;Natriumklorid B. Braun;9 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BB01;elektrolyytit;1;G;0;11889;
1759;429098;20 x 500 ml;R;Natriumklorid Baxter Viaflo;9 mg/ml;infuusioneste, liuos;Baxter Oy;B05BB01;elektrolyytit;1;A;0;17148;
1759;438353;10 x 1000 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;B05BB01;elektrolyytit;1;A;0;7992;
1759;455171;40 x 100 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;B05BB01;elektrolyytit;0;A;0;7992;
1759;467459;50 x 50 ml;R;Natriumklorid Baxter Viaflo;9 mg/ml;infuusioneste, liuos;Baxter Oy;B05BB01;elektrolyytit;0;A;0;17148;
1759;485512;10 x 500 ml;K;Natriumklorid B. Braun;9 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BB01;elektrolyytit;1;G;0;11889;
1759;537465;30 x 250 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;B05BB01;elektrolyytit;1;A;0;7992;
1759;540503;60 x 100 ml;R;Natriumklorid Baxter Viaflo;9 mg/ml;infuusioneste, liuos;Baxter Oy;B05BB01;elektrolyytit;1;A;0;17148;
1759;547094;20 x 100 ml;K;Natriumklorid B. Braun;9 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BB01;elektrolyytit;1;G;0;11889;
1759;565046;20 x 250 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;B05BB01;elektrolyytit;1;A;0;7992;
1759;580960;10 x 1000 ml;R;Natriumklorid Baxter Viaflo;9 mg/ml;infuusioneste, liuos;Baxter Oy;B05BB01;elektrolyytit;1;A;0;17148;
1759;583916;10 x 250 ml;K;Natriumklorid B. Braun;9 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BB01;elektrolyytit;1;G;0;11889;
1759;591828;50 x 100 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;B05BB01;elektrolyytit;1;A;0;7992;
1760;146360;20 x 500 ml;R;Natriumklorid-Glucos Baxter Viaflo;4.5 mg/ml + 25 mg/ml;infuusioneste, liuos;Baxter Oy;B05BB02;elektrolyytit ja hiilihydraatit;0;A;0;17917;
1760;159509;10 x 500 ml;R;Natriumklorid Braun Cum Glucos;4.5 mg/ml + 25 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BB02;elektrolyytit ja hiilihydraatit;1;G;0;12564;
1760;159574;10 x 1000 ml;R;Natriumklorid Braun Cum Glucos;4.5 mg/ml + 25 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BB02;elektrolyytit ja hiilihydraatit;1;G;0;12564;
1760;580439;10 x 1000 ml;R;Natriumklorid-Glucos Baxter Viaflo;4.5 mg/ml + 25 mg/ml;infuusioneste, liuos;Baxter Oy;B05BB02;elektrolyytit ja hiilihydraatit;0;A;0;17917;
1761;135317;20 x 500 ml;R;Natriumklorid-Glucos Baxter Viaflo;9 mg/ml + 50 mg/ml;infuusioneste, liuos;Baxter Oy;B05BB02;elektrolyytit ja hiilihydraatit;0;A;0;17918;
1761;160150;10 x 500 ml;R;Natriumklorid Braun Cum Glucos;9 mg/ml + 50 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BB02;elektrolyytit ja hiilihydraatit;1;G;0;12566;
1761;160366;10 x 1000 ml;R;Natriumklorid Braun Cum Glucos;9 mg/ml + 50 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BB02;elektrolyytit ja hiilihydraatit;1;G;0;12566;
1762;082033;10 x 100 ml;R;Mannitol Braun;150 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BC01;mannitoli;1;G;0;13336;
1762;082160;10 x 500 ml;R;Mannitol Braun;150 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;B05BC01;mannitoli;1;G;0;13336;
1762;551388;20 x 500 ml;R;Mannitol Baxter Viaflo;150 mg/ml;infuusioneste, liuos;Baxter Oy;B05BC01;mannitoli;1;G;0;17615;
1763;060733;20 x 20 ml;R;Kaliumklorid Braun;150 mg/ml;infuusiokonsentraatti, liuosta varten;B. Braun Melsungen AG;B05XA01;kaliumkloridi;1;G;0;12029;
1763;429985;20 x 20 ml;R;Addex-Kaliumklorid;150 mg/ml;infuusiokonsentraatti, liuosta varten;Fresenius Kabi AB;B05XA01;kaliumkloridi;1;G;0;12277;
1764;084017;10 x 8 ml;R;Noradrenalin Abcur;1 mg/ml;infuusiokonsentraatti, liuosta varten;Abcur AB;C01CA03;noradrenaliini;1;G;0;30505;
1764;103511;10 x 2 ml;R;Noradrenalin Abcur;1 mg/ml;infuusiokonsentraatti, liuosta varten;Abcur AB;C01CA03;noradrenaliini;1;G;0;30505;
1764;121718;10 x 4 ml;R;Noradrenalin Kalceks;1 mg/ml;infuusiokonsentraatti, liuosta varten;AS Kalceks;C01CA03;noradrenaliini;1;G;0;37132;
1764;123040;10 x 5 ml;R;Noradrenalin Kalceks;1 mg/ml;infuusiokonsentraatti, liuosta varten;AS Kalceks;C01CA03;noradrenaliini;1;G;0;37132;
1764;135652;10 x 5 ml;R;Noradrenaline Sintetica;1 mg/ml;infuusiokonsentraatti, liuosta varten;Sintetica GmbH;C01CA03;noradrenaliini;1;A;0;35803;
1764;166149;10 x 10 ml;R;Noradrenalin Abcur;1 mg/ml;infuusiokonsentraatti, liuosta varten;Abcur AB;C01CA03;noradrenaliini;1;G;0;30505;
1764;178021;10 x 4 ml;R;Noradrenaline Sintetica;1 mg/ml;infuusiokonsentraatti, liuosta varten;Sintetica GmbH;C01CA03;noradrenaliini;1;A;0;35803;
1764;415700;10 x 1 ml;R;Noradrenaline Sintetica;1 mg/ml;infuusiokonsentraatti, liuosta varten;Sintetica GmbH;C01CA03;noradrenaliini;0;A;0;35803;
1764;427547;10 x 10 ml;R;Noradrenaline Sintetica;1 mg/ml;infuusiokonsentraatti, liuosta varten;Sintetica GmbH;C01CA03;noradrenaliini;1;A;0;35803;
1764;476792;10 x 5 ml;R;Noradrenalin Abcur;1 mg/ml;infuusiokonsentraatti, liuosta varten;Abcur AB;C01CA03;noradrenaliini;1;G;0;30505;
1764;504551;10 x 4 ml;R;Noradrenalin Abcur;1 mg/ml;infuusiokonsentraatti, liuosta varten;Abcur AB;C01CA03;noradrenaliini;1;G;0;30505;
1764;535017;10 x 10 ml;R;Noradrenalin Kalceks;1 mg/ml;infuusiokonsentraatti, liuosta varten;AS Kalceks;C01CA03;noradrenaliini;1;G;0;37132;
1764;580416;10 x 4 ml;R;Noradrenalin Fresenius Kabi;1 mg/ml;infuusiokonsentraatti, liuosta varten;Fresenius Kabi AB;C01CA03;noradrenaliini;1;G;0;38028;
1765;429056;10 x 10 ml;R;Fenylefrin Unimedic;0.05 mg/ml;injektioneste, liuos;Unimedic Pharma AB;C01CA06;fenyyliefriini;0;A;0;33522;
1765;577711;10 x 10 ml;R;Fenylefrin Abcur;0.05 mg/ml;injektioneste, liuos;Abcur AB;C01CA06;fenyyliefriini;1;A;0;30510;
1766;028865;10 x 10 ml;R;Fenylefrin Abcur;0.1 mg/ml;injektioneste, liuos;Abcur AB;C01CA06;fenyyliefriini;1;A;0;30511;
1766;163429;10 x 5 ml;R;Fenylefrin Abcur;0.1 mg/ml;injektioneste, liuos;Abcur AB;C01CA06;fenyyliefriini;1;A;0;30511;
1766;543183;10 x 5 ml;R;Fenylefrin Unimedic;0.1 mg/ml;injektioneste, liuos;Unimedic Pharma AB;C01CA06;fenyyliefriini;1;A;0;33521;
1766;570080;10 x 20 ml;R;Fenylefrin Aguettant;100 mikrog/ml;injektio-/infuusioneste, liuos;Laboratoire Aguettant;C01CA06;fenyyliefriini;1;A;0;36813;
1766;579403;10 x 10 ml;R;Fenylefrin Unimedic;0.1 mg/ml;injektioneste, liuos;Unimedic Pharma AB;C01CA06;fenyyliefriini;1;A;0;33521;
1767;083846;50 x 2 ml;R;Furosemide Kalceks;10 mg/ml;injektio-/infuusioneste, liuos;AS Kalceks;C03CA01;furosemidi;1;G;0;37191;
1767;096706;50 x 2 ml;R;Furosemide Fresenius Kabi;10 mg/ml;injektio-/infuusioneste, liuos;Fresenius Kabi AB;C03CA01;furosemidi;1;G;0;22931;
1767;384694;10 x 2 ml;R;Furosemide Accord;10 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;C03CA01;furosemidi;0;G;0;32962;
1767;426897;5 x 25 ml;R;Furosemide Accord;10 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;C03CA01;furosemidi;1;G;0;34627;
1767;475460;10 x 25 ml;R;Furosemid hameln;10 mg/ml;injektioneste, liuos;Hameln Pharma GmbH;C03CA01;furosemidi;1;G;0;35149;
1767;523379;25 ml;R;Furosemide Accord;10 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;C03CA01;furosemidi;1;G;0;34627;
1767;567782;10 x 2 ml;R;Furosemide Norameda;10 mg/ml;injektio-/infuusioneste, liuos;UAB Norameda;C03CA01;furosemidi;1;G;0;34284;
1768;097961;250 ml;R;Brevibloc;10 mg/ml;infuusioneste, liuos;Baxter Oy;C07AB09;esmololi;1;A;0;28252;
1768;097973;5 x 10 ml;R;Brevibloc;10 mg/ml;injektioneste, liuos;Baxter Oy;C07AB09;esmololi;1;A;0;28253;
1769;076949;6.75 mg;R;Atosiban Sun;6.75 mg / 0.9 ml;injektioneste, liuos;Sun Pharmaceutical Industries Europe B.V.;G02CX01;atosibaani;1;G;0;31109;EU/1/13/852/001
1769;411113;6.75 mg / 0.9 ml;R;Atosiban Ever Pharma;6.75 mg / 0.9 ml;injektioneste, liuos;EVER Valinject GmbH;G02CX01;atosibaani;1;G;0;33606;
1769;561555;6.75 mg;R;Tractocile;6.75 mg / 0.9 ml;injektioneste, liuos;Ferring Pharmaceuticals A/S;G02CX01;atosibaani;1;A;0;13755;EU/1/99/124/001
1771;059753;1 ml;R;Trica;20 mg/ml;injektioneste, suspensio;Esteve Pharmaceuticals GmbH;H02AB08;triamsinoloni;1;G;0;33456;
1771;152330;50 x 1 ml;R;Lederspan;20 mg/ml;injektioneste, suspensio;Viatris Oy;H02AB08;triamsinoloni;1;A;0;11556;
1771;496444;12 x 1 ml;R;Trica;20 mg/ml;injektioneste, suspensio;Esteve Pharmaceuticals GmbH;H02AB08;triamsinoloni;1;G;0;33456;
1771;504342;50 x 1 ml;R;Trica;20 mg/ml;injektioneste, suspensio;Esteve Pharmaceuticals GmbH;H02AB08;triamsinoloni;1;G;0;33456;
1771;551572;1 ml;R;Lederspan;20 mg/ml;injektioneste, suspensio;Viatris Oy;H02AB08;triamsinoloni;1;A;0;11556;
1771;594325;12 x 1 ml;R;Lederspan;20 mg/ml;injektioneste, suspensio;Viatris Oy;H02AB08;triamsinoloni;1;A;0;11556;
1772;029672;10 x 2 g / 0.25 g;R;Piperacillin/Tazobactam Fresenius Kabi;2 g / 0.25 g;infuusiokuiva-aine, liuosta varten;Fresenius Kabi AB;J01CR05;piperasilliini ja beetalaktamaasin est‰j‰;1;G;0;23776;
1772;502484;10 x 2 g / 0.25 g;R;Piperacillin/Tazobactam Reig Jofre;2 g / 0.25 g;infuusiokuiva-aine, liuosta varten;Laboratory Reig JofrÈ S.A.;J01CR05;piperasilliini ja beetalaktamaasin est‰j‰;1;G;0;22929;
1772;559941;10 x 2 g / 0.25 g;R;Piperacillin/Tazobactam Qilu;2 g / 0.25 g;infuusiokuiva-aine, liuosta varten;Qilu Pharma Spain S.L.;J01CR05;piperasilliini ja beetalaktamaasin est‰j‰;1;G;0;39495;
1772;574672;10 x 2 g / 0.25 g;R;Piperacillin/Tazobactam Stragen;2 g / 0.25 g;infuusiokuiva-aine, liuosta varten;Stragen Nordic A/S;J01CR05;piperasilliini ja beetalaktamaasin est‰j‰;1;G;0;23089;
1773;029683;10 x 4 g / 0.5 g;R;Piperacillin/Tazobactam Fresenius Kabi;4 g / 0.5 g;infuusiokuiva-aine, liuosta varten;Fresenius Kabi AB;J01CR05;piperasilliini ja beetalaktamaasin est‰j‰;1;G;0;23777;
1773;058658;10 x 4 g / 0.5 g;R;Piperacillin/Tazobactam Stragen;4 g / 0.5 g;infuusiokuiva-aine, liuosta varten;Stragen Nordic A/S;J01CR05;piperasilliini ja beetalaktamaasin est‰j‰;1;G;0;23090;
1773;064698;10 x 4 g / 0.5 g;R;Piperacillin/Tazobactam Reig Jofre;4 g / 0.5 g;infuusiokuiva-aine, liuosta varten;Laboratory Reig JofrÈ S.A.;J01CR05;piperasilliini ja beetalaktamaasin est‰j‰;1;G;0;22930;
1773;414095;10 x 4 g / 0.5 g;R;Piperacillin/Tazobactam Qilu;4 g / 0.5 g;infuusiokuiva-aine, liuosta varten;Qilu Pharma Spain S.L.;J01CR05;piperasilliini ja beetalaktamaasin est‰j‰;1;G;0;39496;
1775;011316;10 x 750 mg;R;Cefuroxime Orion Pharma;750 mg;injektio/infuusiokuiva-aine liuosta/suspensiota varten;Orion Corporation;J01DC02;kefuroksiimi;1;G;0;17383;
1775;412424;10 x 750 mg;R;Cefuroxim MIP Pharma;750 mg;injektiokuiva-aine, liuosta varten;MIP Pharma GmbH;J01DC02;kefuroksiimi;1;G;0;29919;
1776;010897;10 x 1.5 g;R;Cefuroxime Orion Pharma;1.5 g;injektio/infuusiokuiva-aine liuosta/suspensiota varten;Orion Corporation;J01DC02;kefuroksiimi;1;G;0;17382;
1776;503894;10 x 1500 mg;R;Cefuroxim MIP Pharma;1500 mg;injektio-/infuusiokuiva-aine liuosta varten;MIP Pharma GmbH;J01DC02;kefuroksiimi;1;G;0;29920;
1782;503186;1000 mg;R;Pemetrexed Medac;1000 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01BA04;pemetreksedi;0;G;0;32876;EU/1/15/1038/003
1783;078895;5 x 2 ml;R;Fludarabin Ebewe;25 mg/ml;injektio-/infuusiokonsentraatti, liuosta varten;Ebewe Pharma Ges.m.b.H. Nfg.KG;L01BB05;fludarabiini;1;G;0;22932;
1783;081601;2 ml;R;Fludarabin Ebewe;25 mg/ml;injektio-/infuusiokonsentraatti, liuosta varten;Ebewe Pharma Ges.m.b.H. Nfg.KG;L01BB05;fludarabiini;1;G;0;22932;
1783;471031;5 x 2 ml;R;Fludarabine Accord;25 mg/ml;injektio-/infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01BB05;fludarabiini;1;G;0;31752;
1785;068449;10 ml;R;Cytarabine Stada;100 mg/ml;infuusiokonsentraatti, liuosta varten;STADA Arzneimittel AG;L01BC01;sytarabiini;1;G;0;17588;
1785;068462;50 ml;R;Cytarabine Stada;100 mg/ml;infuusiokonsentraatti, liuosta varten;STADA Arzneimittel AG;L01BC01;sytarabiini;1;G;0;17588;
1785;106842;20 ml;R;Cytarabine Accord;100 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;L01BC01;sytarabiini;1;G;0;24595;
1785;414530;50 ml;R;Cytarabine Accord;100 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;L01BC01;sytarabiini;1;G;0;24595;
1785;585881;10 ml;R;Cytarabine Accord;100 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;L01BC01;sytarabiini;0;G;0;24595;
1789;165457;1 ml;R;Vinorelbine Accord;10 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CA04;vinorelbiini;0;G;0;34203;
1789;570746;5 ml;R;Vinorelbine Accord;10 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CA04;vinorelbiini;1;G;0;34203;
1790;130370;5 ml;R;Etoposide Accord;20 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CB01;etoposidi;1;G;0;31358;
1790;451966;10 ml;R;Etoposide Accord;20 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CB01;etoposidi;1;G;0;31358;
1790;514475;5 ml;R;Etoposid Fresenius Kabi;20 mg/ml;infuusiokonsentraatti, liuosta varten;Fresenius Kabi AB;L01CB01;etoposidi;1;G;0;30279;
1791;070947;300 mg;R;Paclitaxel Fresenius Kabi;6 mg/ml;infuusiokonsentraatti, liuosta varten;Fresenius Kabi AB;L01CD01;paklitakseli;1;G;0;24712;
1791;074529;300 mg;R;Paclitaxel Accord;6 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CD01;paklitakseli;1;G;0;25312;
1791;435601;150 mg;R;Paclitaxel Accord;6 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CD01;paklitakseli;0;G;0;25312;
1791;482738;300 mg;R;Pacligen;6 mg/ml;infuusiokonsentraatti, liuosta varten;Sandoz A/S;L01CD01;paklitakseli;1;G;0;22522;
1792;088767;100 ml;R;Doxorubicin Accord;2 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01DB01;doksorubisiini;1;G;0;25588;
1792;102628;100 ml;R;Doxorubicin medac;2 mg/ml;infuusioneste, liuos;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01DB01;doksorubisiini;1;G;0;27897;
1792;170150;25 ml;R;Doxorubicin medac;2 mg/ml;infuusioneste, liuos;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01DB01;doksorubisiini;1;G;0;27897;
1792;497051;10 ml;R;Doxorubicin Accord;2 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01DB01;doksorubisiini;0;G;0;25588;
1792;510687;5 ml;R;Doxorubicin Accord;2 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01DB01;doksorubisiini;1;G;0;25588;
1792;588456;25 ml;R;Doxorubicin Accord;2 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01DB01;doksorubisiini;1;G;0;25588;
1793;028185;100 ml;R;Epirubicin Accord;2 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;L01DB03;epirubisiini;1;G;0;23539;
1793;158318;25 ml;R;Epirubicin Medac;2 mg/ml;injektioneste, liuos;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01DB03;epirubisiini;1;G;0;22818;
1793;158341;100 ml;R;Epirubicin Medac;2 mg/ml;injektioneste, liuos;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01DB03;epirubisiini;1;G;0;22818;
1793;181083;25 ml;R;Epirubicin Accord;2 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;L01DB03;epirubisiini;1;G;0;23539;
1793;401001;5 ml;R;Epirubicin Accord;2 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;L01DB03;epirubisiini;0;G;0;23539;
1793;407294;100 ml;R;Epirubicin SanoSwiss;2 mg/ml;injektioneste, liuos;SanoSwiss UAB;L01DB03;epirubisiini;0;G;0;23026;
1793;521630;10 ml;R;Epirubicin Accord;2 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;L01DB03;epirubisiini;0;G;0;23539;
1794;010924;10 x 15 000 KY;R;Bleomycin Baxter;15 000 KY;injektio/infuusiokuiva-aine, liuosta varten ;Baxter Oy;L01DC01;bleomysiini;1;A;0;6412;
1796;463816;20 mg;R;Mitomycin Accord;20 mg;injektio/infuusiokuiva-aine, liuosta varten ;Accord Healthcare B.V.;L01DC03;mitomysiini;0;G;0;32042;
1796;571585;20 mg;R;Mitomycin Substipharm;20 mg;injektio/infuusiokuiva-aine, liuosta varten ;Substipharm;L01DC03;mitomysiini;1;G;0;29619;
1797;134949;100 ml;R;Cisplatin Ebewe;1 mg/ml;infuusiokonsentraatti, liuosta varten;Ebewe Pharma Ges.m.b.H. Nfg.KG;L01XA01;sisplatiini;1;G;0;16566;
1797;194283;50 ml;R;Cisplatin Accord;1 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01XA01;sisplatiini;1;G;0;27103;
1797;466383;100 ml;R;Cisplatin Accord;1 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01XA01;sisplatiini;1;G;0;27103;
1798;106217;15 ml;R;Carboplatin Accord;10 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01XA02;karboplatiini;1;G;0;23562;
1798;174476;5 ml;R;Carboplatin Accord;10 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01XA02;karboplatiini;0;G;0;23562;
1798;189955;45 ml;R;Carboplatin Accord;10 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01XA02;karboplatiini;1;G;0;23562;
1798;531357;60 ml;R;Carboplatin Accord;10 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01XA02;karboplatiini;1;G;0;23562;
1802;126629;4 ml;R;Topotecan Accord;1 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CE01;topotekaani;1;G;0;29558;
1802;471680;5 x 4 ml;R;Topotecan Ebewe;1 mg/ml;infuusiokonsentraatti, liuosta varten;Ebewe Pharma Ges.m.b.H. Nfg.KG;L01CE01;topotekaani;1;G;0;27823;
1802;475149;5 x 4 ml;R;Topotecan Accord;1 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CE01;topotekaani;1;G;0;29558;
1803;061740;25 ml;R;Irinotecan Accord;20 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CE02;irinotekaani;1;G;0;33351;
1803;068655;5 ml;R;Irinotecan medac;20 mg/ml;infuusiokonsentraatti, liuosta varten;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01CE02;irinotekaani;0;G;0;24766;
1803;068666;15 ml;R;Irinotecan medac;20 mg/ml;infuusiokonsentraatti, liuosta varten;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01CE02;irinotekaani;0;G;0;24766;
1803;099677;15 ml;R;Irinotecan Fresenius Kabi;20 mg/ml;infuusiokonsentraatti, liuosta varten;Fresenius Kabi AB;L01CE02;irinotekaani;1;G;0;23899;
1803;187311;50 ml;R;Irinotecan Accord;20 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CE02;irinotekaani;1;G;0;33351;
1803;464317;15 ml;R;Irinotecan Accord;20 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CE02;irinotekaani;1;G;0;33351;
1803;482038;5 ml;R;Irinotecan Accord;20 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CE02;irinotekaani;1;G;0;33351;
1803;509120;2 ml;R;Irinotecan Accord;20 mg/ml;infuusiokonsentraatti, liuosta varten;Accord Healthcare B.V.;L01CE02;irinotekaani;0;G;0;33351;
1804;095879;10 x 5 ml;R;Esmeron;10 mg/ml;injektioneste, liuos;Merck Sharp & Dohme B.V.;M03AC09;rokuroniumbromidi;0;A;0;11528;
1804;433544;10 x 5 ml;R;Rocuronium hameln;10 mg/ml;injektio-/infuusioneste, liuos;Hameln Pharma GmbH;M03AC09;rokuroniumbromidi;0;G;0;23578;
1804;442471;10 x 5 ml;R;Rocuronium hameln;10 mg/ml;injektio-/infuusioneste, liuos;Hameln Pharma GmbH;M03AC09;rokuroniumbromidi;0;G;0;23578;
1804;509387;10 x 5 ml;R;Rocuronium Fresenius Kabi;10 mg/ml;injektio-/infuusioneste, liuos;Fresenius Kabi AB;M03AC09;rokuroniumbromidi;1;G;0;23579;
1804;592476;20 x 5 ml;R;Rocuronium B. Braun;10 mg/ml;injektio-/infuusioneste, liuos;B. Braun Melsungen AG;M03AC09;rokuroniumbromidi;1;G;0;23580;
1805;150706;5 x 2.5 ml;R;Nimbex;2 mg/ml;injektio/infuusioneste, liuos;Aspen Pharma Trading Limited;M03AC11;sisatrakuuri;0;A;0;12192;
1805;150714;5 x 5 ml;R;Nimbex;2 mg/ml;injektio/infuusioneste, liuos;Aspen Pharma Trading Limited;M03AC11;sisatrakuuri;1;A;0;12192;
1805;150797;5 x 10 ml;R;Nimbex;2 mg/ml;injektio/infuusioneste, liuos;Aspen Pharma Trading Limited;M03AC11;sisatrakuuri;1;A;0;12192;
1805;428092;5 x 2.5 ml;R;Cisatracurium Accord;2 mg/ml;injektio/infuusioneste, liuos;Accord Healthcare B.V.;M03AC11;sisatrakuuri;0;G;0;31916;
1805;446051;5 x 10 ml;R;Cisatracurium Accord;2 mg/ml;injektio/infuusioneste, liuos;Accord Healthcare B.V.;M03AC11;sisatrakuuri;0;G;0;31916;
1805;476825;5 x 5 ml;R;Cisatracurium Accord;2 mg/ml;injektio/infuusioneste, liuos;Accord Healthcare B.V.;M03AC11;sisatrakuuri;0;G;0;31916;
1805;551977;5 x 5 ml;R;Cisatracurium Accordpharma;2 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;M03AC11;sisatrakuuri;1;G;0;37409;
1806;052694;30 ml;R;Cisatracurium Accord;5 mg/ml;injektio/infuusioneste, liuos;Accord Healthcare B.V.;M03AC11;sisatrakuuri;0;G;0;31917;
1810;405540;6 ml;R;Ibandronic Acid Accord;6 mg;infuusiokonsentraatti, liuosta varten;Accord Healthcare S.L.U.;M05BA06;ibandronihappo;0;G;0;30504;EU/1/12/798/002
1812;039961;100 ml;R;Aclasta;5 mg;infuusioneste, liuos;Sandoz Pharmaceuticals d.d;M05BA08;tsoledronihappo;1;A;0;19732;EU/1/05/308/001
1812;054631;100 ml;R;Zoledronic Acid Oresund Pharma;5 mg / 100 ml;infuusioneste, liuos;Oresund Pharma ApS;M05BA08;tsoledronihappo;1;G;0;33091;
1812;387299;100 ml;R;Zoledronic Acid Sun;5 mg;infuusioneste, liuos;Sun Pharmaceutical Industries B.V.;M05BA08;tsoledronihappo;1;G;0;30686;
1812;544481;100 ml;R;Zolestad;5 mg / 100 ml;infuusioneste, liuos;STADA Arzneimittel AG;M05BA08;tsoledronihappo;1;G;0;34068;
1814;098474;100 ml;R;Zoledronic acid Stada;4 mg / 100 ml;infuusioneste, liuos;STADA Arzneimittel AG;M05BA08;tsoledronihappo;0;G;0;31012;
1814;189847;100 ml;R;Zoledronic acid Stada;4 mg / 100 ml;infuusioneste, liuos;STADA Arzneimittel AG;M05BA08;tsoledronihappo;1;G;0;31012;
1814;517794;100 ml;R;Zoledronic Acid Oresund Pharma;4 mg / 100 ml;infuusioneste, liuos;Oresund Pharma ApS;M05BA08;tsoledronihappo;1;G;0;33090;
1814;530723;100 ml;R;Tsoledronihappo Medac;4 mg / 100 ml;infuusioneste, liuos;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;M05BA08;tsoledronihappo;1;G;0;29940;EU/1/12/779/004
1816;007007;10 x 2 ml;R;Fentanyl Hameln;50 mikrog/ml;injektioneste, liuos;Hameln Pharma GmbH;N01AH01;fentanyyli;1;G;0;15743;
